DEPARTAMENTO,MUNICIPIO
PUTUMAYO,PUERTO GUZMAN
PUTUMAYO,SAN MIGUEL
PUTUMAYO,SANTIAGO
PUTUMAYO,VILLAGARZON
PUTUMAYO,SIBUNDOY
PUTUMAYO,SAN FRANCISCO
PUTUMAYO,LEGUIZAMO
QUINDIO,FILANDIA
QUINDIO,BUENAVISTA
QUINDIO,CORDOBA
QUINDIO,ARMENIA
QUINDIO,CIRCASIA
QUINDIO,CALARCA
QUINDIO,MONTENEGRO
QUINDIO,LA TEBAIDA
QUINDIO,PIJAO
QUINDIO,SALENTO
QUINDIO,QUIMBAYA
QUINDIO,GENOVA
RISARALDA,SANTA ROSA DE CABAL
RISARALDA,MARSELLA
RISARALDA,PEREIRA
RISARALDA,APIA
RISARALDA,PUEBLO RICO
RISARALDA,MISTRATO
RISARALDA,BALBOA
RISARALDA,LA CELIA
RISARALDA,LA VIRGINIA
RISARALDA,DOSQUEBRADAS
RISARALDA,GUATICA
RISARALDA,BELEN DE UMBRIA
RISARALDA,SANTUARIO
RISARALDA,QUINCHIA
SANTANDER,ONZAGA
SANTANDER,ARATOCA
SANTANDER,PUERTO PARRA
SANTANDER,OIBA
SANTANDER,PALMAR
SANTANDER,PIEDECUESTA
SANTANDER,HATO
SANTANDER,CHIMA
SANTANDER,PARAMO
SANTANDER,OCAMONTE
SANTANDER,CONFINES
SANTANDER,CONTRATACION
SANTANDER,COROMORO
SANTANDER,CHIPATA
SANTANDER,CIMITARRA
SANTANDER,CONCEPCION
SANTANDER,EL PLAYON
SANTANDER,ENCINO
SANTANDER,ENCISO
SANTANDER,CURITI
SANTANDER,EL PENON
SANTANDER,EL GUACAMAYO
SANTANDER,BETULIA
SANTANDER,BOLIVAR
SANTANDER,CABRERA
SANTANDER,BARBOSA
SANTANDER,BARICHARA
SANTANDER,BARRANCABERMEJA
SANTANDER,CERRITO
SANTANDER,CHARALA
SANTANDER,CHARTA
SANTANDER,CALIFORNIA
SANTANDER,CARCASI
SANTANDER,CEPITA
SANTANDER,PUERTO WILCHES
SANTANDER,CAPITANEJO
SANTANDER,LEBRIJA
SANTANDER,LA BELLEZA
SANTANDER,LANDAZURI
SANTANDER,LA PAZ
SANTANDER,MATANZA
SANTANDER,MOGOTES
SANTANDER,MOLAGAVITA
SANTANDER,LOS SANTOS
SANTANDER,MACARAVITA
SANTANDER,MALAGA
SANTANDER,GAMBITA
SANTANDER,GIRON
SANTANDER,GUACA
SANTANDER,FLORIAN
SANTANDER,FLORIDABLANCA
SANTANDER,GALAN
SANTANDER,GÜEPSA
SANTANDER,JESUS MARIA
SANTANDER,JORDAN
SANTANDER,GUADALUPE
SANTANDER,GUAPOTA
SANTANDER,GUAVATA
SANTANDER,SIMACOTA
SANTANDER,SOCORRO
SANTANDER,SUAITA
SANTANDER,SANTA HELENA DEL OPON
SANTANDER,SANTA BARBARA
SANTANDER,ALBANIA
SANTANDER,VILLANUEVA
SANTANDER,SABANA DE TORRES
SANTANDER,VELEZ
SANTANDER,VETAS
SANTANDER,PALMAS DEL SOCORRO
SANTANDER,TONA
SANTANDER,SUCRE
SANTANDER,ZAPATOCA
SANTANDER,SURATA
SANTANDER,AGUADA
SANTANDER,RIONEGRO
SANTANDER,VALLE DE SAN JOSE
SANTANDER,SAN VICENTE DE CHUCURI
SANTANDER,SAN ANDRES
SANTANDER,SAN JOSE DE MIRANDA
SANTANDER,SAN BENITO
SANTANDER,PUENTE NACIONAL
SANTANDER,SAN GIL
SANTANDER,EL CARMEN DE CHUCURI
SANTANDER,SAN MIGUEL
SANTANDER,PINCHOTE
SANTANDER,SAN JOAQUIN
SANTANDER,BUCARAMANGA
SUCRE,EL ROBLE
SUCRE,MORROA
SUCRE,MAJAGUAL
SUCRE,GALERAS
SUCRE,COVENAS
SUCRE,CHALAN
SUCRE,LOS PALMITOS
SUCRE,LA UNION
SUCRE,GUARANDA
SUCRE,SAN PEDRO
SUCRE,SAN ONOFRE
SUCRE,SAN MARCOS
SUCRE,TOLU VIEJO
SUCRE,SUCRE
SUCRE,COROZAL
SUCRE,PALMITO
SUCRE,OVEJAS
SUCRE,SAN JUAN DE BETULIA
SUCRE,SAN LUIS DE SINCE
SUCRE,SAMPUES
SUCRE,SAN BENITO ABAD
SUCRE,BUENAVISTA
SUCRE,CAIMITO
SUCRE,SINCELEJO
SUCRE,SANTIAGO DE TOLU
SUCRE,COLOSO
TOLIMA,ALPUJARRA
TOLIMA,VILLARRICA
TOLIMA,CUNDAY
TOLIMA,CASABIANCA
TOLIMA,VILLAHERMOSA
TOLIMA,SALDANA
TOLIMA,ROVIRA
TOLIMA,SUAREZ
TOLIMA,VENADILLO
TOLIMA,DOLORES
TOLIMA,SANTA ISABEL
TOLIMA,ATACO
TOLIMA,ARMERO
TOLIMA,COYAIMA
TOLIMA,COELLO
TOLIMA,CHAPARRAL
TOLIMA,CAJAMARCA
TOLIMA,SAN ANTONIO
TOLIMA,SAN LUIS
TOLIMA,ALVARADO
TOLIMA,ANZOATEGUI
TOLIMA,AMBALEMA
TOLIMA,VALLE DE SAN JUAN
TOLIMA,IBAGUE
TOLIMA,MELGAR
TOLIMA,MURILLO
TOLIMA,CARMEN DE APICALA
TOLIMA,ICONONZO
TOLIMA,PURIFICACION
TOLIMA,MARIQUITA
TOLIMA,PALOCABILDO
TOLIMA,PLANADAS
TOLIMA,PIEDRAS
TOLIMA,PRADO
TOLIMA,NATAGAIMA
TOLIMA,ORTEGA
TOLIMA,HONDA
TOLIMA,FRESNO
TOLIMA,GUAMO
TOLIMA,HERVEO
TOLIMA,ESPINAL
TOLIMA,FALAN
TOLIMA,FLANDES
TOLIMA,RIO BLANCO
TOLIMA,LIBANO
TOLIMA,LERIDA
TOLIMA,RONCESVALLES
VALLE DEL CAUCA,BUENAVENTURA
VALLE DEL CAUCA,EL DOVIO
VALLE DEL CAUCA,JAMUNDI
VALLE DEL CAUCA,BUGALAGRANDE
VALLE DEL CAUCA,LA VICTORIA
VALLE DEL CAUCA,ANSERMANUEVO
VALLE DEL CAUCA,DAGUA
VALLE DEL CAUCA,GUACARI
VALLE DEL CAUCA,BOLIVAR
VALLE DEL CAUCA,CALI
VALLE DEL CAUCA,OBANDO
VALLE DEL CAUCA,GINEBRA
VALLE DEL CAUCA,YUMBO
VALLE DEL CAUCA,ZARZAL
VALLE DEL CAUCA,EL CERRITO
VALLE DEL CAUCA,SEVILLA
VALLE DEL CAUCA,ROLDANILLO
VALLE DEL CAUCA,ARGELIA
VALLE DEL CAUCA,LA UNION
VALLE DEL CAUCA,RESTREPO
VALLE DEL CAUCA,EL CAIRO
VALLE DEL CAUCA,CARTAGO
VALLE DEL CAUCA,CAICEDONIA
VALLE DEL CAUCA,EL AGUILA
VALLE DEL CAUCA,TORO
VALLE DEL CAUCA,VERSALLES
VALLE DEL CAUCA,FLORIDA
VALLE DEL CAUCA,ALCALA
VALLE DEL CAUCA,CANDELARIA
VALLE DEL CAUCA,VIJES
VALLE DEL CAUCA,TULUA
VALLE DEL CAUCA,TRUJILLO
VALLE DEL CAUCA,LA CUMBRE
VALLE DEL CAUCA,ULLOA
VALLE DEL CAUCA,YOTOCO
VALLE DEL CAUCA,PALMIRA
VALLE DEL CAUCA,GUADALAJARA DE BUGA
VALLE DEL CAUCA,CALIMA
VALLE DEL CAUCA,ANDALUCIA
VALLE DEL CAUCA,PRADERA
VALLE DEL CAUCA,SAN PEDRO
VALLE DEL CAUCA,RIOFRIO
VAUPES,TARAIRA
VAUPES,PAPUNAUA
VAUPES,PACOA
VAUPES,MITU
VAUPES,YAVARATE
VAUPES,CARURU
VICHADA,PUERTO CARRENO
VICHADA,LA PRIMAVERA
VICHADA,SANTA ROSALIA
VICHADA,CUMARIBO
